-6.538722,-2.617053,0
-9.861496,-8.248899,0
-8.836039,-8.625104,0
-6.478047,-2.561879,0
-6.529459,-2.697163,0
-10.51684,-8.251159,0
23.82893,-8.383501,0
23.82894,-8.523875,0
23.82918,-8.370746,0
22.06056,-8.57718,0
24.89666,-8.300459,0
24.9295,-8.681177,0
24.89678,-8.501336,0
23.50721,-8.600003,0
27.86058,-8.459561,0
15.39106,-8.536957,0
19.59946,-5.074847,0
22.52916,-8.64723,0
19.45185,-5.104247,0
22.02265,-8.293406,0
23.82918,-8.681108,0
24.89637,-8.529524,0
27.85192,-8.31144,0
24.98956,-8.324145,0
23.58133,-8.437712,0
23.82545,-8.453305,0
23.82909,-8.576877,0
24.8968,-8.554954,0
24.89691,-8.565003,0
23.82913,-8.467791,0
26.7488,-8.448141,0
8.376069,-8.287797,0
32.4847,-8.531216,0
23.82955,-8.596228,0
27.86058,-8.239916,0
24.89647,-8.420815,0
23.82913,-8.224923,0
27.861,-8.681129,0
19.16222,-5.383771,0
10.7373,-8.302819,0
27.93563,-8.681149,0
37.80912,-4.701702,0
19.11789,-5.429489,0
19.59763,-5.171628,0
8.800741,-8.632493,0
32.4847,-8.396634,0
23.52893,-8.383529,0
19.21788,-5.54252,0
23.82901,-8.51872,0
26.79327,-8.518896,0
32.4847,-8.750017,0
23.82918,-8.370746,0
-0.2158397,-8.619372,0
29.6801,-8.473736,0
32.3727,-8.622681,0
23.82918,-8.370746,0
-6.503407,-2.614388,0
-11.69668,-8.248899,0
37.89424,-5.00209,0
41.18196,-6.730089,0
29.81322,-8.681177,0
42.80492,-8.261612,0
23.55603,-8.59977,0
39.36618,-6.444702,0
39.08992,-6.393853,0
32.4847,-8.49732,0
41.20259,-6.730116,0
22.02265,-8.371044,0
-4.370098,-8.279121,0
10.46927,-8.445201,0
22.02292,-8.236033,0
-6.495312,-2.836037,0
-6.581218,-2.836036,0
-6.519729,-2.555669,0
-6.599172,-2.836036,0
-6.501691,-2.617053,0
-6.604211,-2.836036,0
-6.518855,-2.836036,0
32.4847,-8.264123,0
23.22403,-8.379108,0
41.22438,-6.730124,0
22.86082,-8.370837,0
22.95536,-8.370713,0
-2.697093,-8.670614,0
29.61301,-8.623076,0
29.63037,-8.646431,0
22.02293,-8.47037,0
18.77787,-5.535006,0
28.20501,-8.351999,0
23.06058,-8.434031,0
23.46034,-8.48852,0
-6.617132,-2.836036,0
-6.543296,-2.836036,0
-17.09808,-8.238664,0
-6.611704,-2.833779,0
-6.557693,-2.833779,0
-10.12524,-8.236864,0
-6.613246,-2.810766,0
32.48428,-8.681112,0
23.05899,-8.370713,0
22.23561,-8.321125,0
21.92151,-8.633301,0
31.52659,-8.671147,0
23.46049,-8.635139,0
22.60721,-8.504343,0
-1.226779,-8.371176,0
7.946238,-1.487006,0
-3.926837,-8.725963,0
10.50698,-8.336644,0
28.20471,-8.247512,0
31.52659,-8.574345,0
32.48428,-8.681099,0
-6.042389,-2.617053,0
-9.261494,-8.248899,0
15.57506,-8.383959,0
22.05457,-8.484796,0
-3.526985,-8.724187,0
-6.145037,-2.617053,0
-9.461494,-8.248899,0
25.79287,-8.681124,0
29.39094,-8.269255,0
28.20497,-8.239742,0
14.20095,-8.383958,0
14.97895,-8.383966,0
8.12042,-1.689692,0
37.26218,-4.853236,0
21.36672,-3.039945,0
22.04734,-8.370754,0
-5.920005,-2.836039,0
-10.06843,-8.251281,0
25.58124,-8.681149,0
32.48411,-8.352862,0
23.46043,-8.370713,0
28.20495,-8.681114,0
-3.041779,-8.553024,0
-5.918562,-2.836115,0
-9.568424,-8.251281,0
-11.32007,-8.251162,0
-10.5387,-8.251156,0
-2.944612,-8.286098,0
-1.363865,-8.382083,0
11.81603,-8.404509,0
-11.20949,-8.251156,0
-12.31371,-8.251156,0
-10.30979,-8.249208,0
-11.28448,-8.251158,0
-11.69164,-8.779457,0
-10.991,-8.251158,0
-11.82725,-8.25116,0
-11.10948,-8.251156,0
-10.80948,-8.251156,0
11.43924,-8.683394,0
