26.6,-4.44,0
26.6,-4.44,0
26.6,-4.44,0
26.6,-4.44,0
26.6,-4.44,0
57.69398,4.505461,0.21875
33.56,15.07,0.04492188
28.839,16.095,0.04492188
11.34419,-3.823953,0
18.41773,8.213815,0
67.00323,9.748793,0
65.75317,7.950938,0
65.49876,9.892933,0
14.24081,-3.733987,0
35.99013,12.85091,0
51.30933,-3.707688,0
33.19491,15.10396,0
28.98842,16.28469,0
29.05525,16.35455,0
29.00654,16.31064,0
48.5346,-3.73594,0
48.55653,-3.709289,0
54.69719,5.206171,0
42.32597,-3.750853,0
57.84221,5.278951,0
66.95782,7.774547,0
65.19877,7.981013,0
66.1468,7.980913,0
66.26738,9.531638,0
66.42315,7.980954,0
34.90988,1.845415,0
41.52506,-3.914826,0
65.19877,7.98094,0
65.79875,9.68357,0
67.1752,10.07915,0
65.26879,7.966474,0
66.27509,9.798109,0
65.79411,4.149987,0
67.82529,6.223903,0
57.87574,5.113769,0
14.24462,-3.569093,0
31.76679,3.251622,0
67.93264,7.981737,0
66.92476,-4.013634,0
68.51889,7.774534,0
15.24282,-3.741423,0
18.76557,8.45829,0
18.40929,8.213907,0
35.71492,13.31185,0
14.26826,-3.738342,0
14.27644,-3.742727,0
14.27637,-3.742727,0
68.18549,9.531651,0
23.69331,-3.825902,0
67.74413,7.72493,0
68.58147,6.223702,0
14.24521,-3.573069,0
14.2794,-3.742727,0
14.27637,-3.742727,0
55.0569,-3.744043,0
18.71077,8.433833,0
18.4579,8.213961,0
68.66596,6.204632,0
18.4173,8.213871,0
50.94411,5.02408,0
36.68276,12.85097,0
53.89693,4.927551,0
50.59595,5.153247,0
